School,Leadership,Teachers,Other Staff,American Indian/Alaskan Native Count,American Indian/Alaskan Native Average Years in Title,American Indian/Alaskan Native Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American Count,Black/African American Average Years in Title,Black/African American Average Years at School,Hawaiian/Pacific Islander Count,Hawaiian/Pacific Islander Average Years in Title,Hawaiian/Pacific Islander Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other Count,Unknown/Other Average Years in Title,Unknown/Other Average Years at School,American Indian/Alaskan Native Count 1,American Indian/Alaskan Native Average Years in Title 1,American Indian/Alaskan Native Average Years at School 1,Asian Count 1,Asian Average Years in Title 1,Asian Average Years at School 1,Black/African American  Count,Black/African American  Average Years in Title,Black/African American  Average Years at School,Hawaiian/Pacific Islander Count 1,Hawaiian/Pacific Islander Average Years in Title 1,Hawaiian/Pacific Islander Average Years at School 1,Hispanic Count 1,Hispanic Average Years in Title 1,Hispanic Average Years at School 1,White Count 1,Wite Average Years in Title,White Average Years at School 1,Multiple Count 1,Multiple Average Years in Title 1,Multiple Average Years at School 1,Unknown/Other Count 1,Unknown/Other Average Years in Title 1,Unknown/Other Average Years at School 1,American Indian/Alaskan Native Count 2,American Indian/Alaskan Native Average Years in Title 2,American Indian/Alaskan Native Average Years at School 2,Asian Count 2,Asian Average Years in Title 2,Asian Average Years at School 2,Black/African American Count 1,Black/African American Average Years in Title 1,Black/African American Average Years at School 1,Hawaiian/Pacific Islander Count 2,Hawaiian/Pacific Islander Average Years in Title 2,Hawaiian/Pacific Islander Average Years at School 2,Hispanic Count 2,Hispanic Average Years in Title 2,Hispanic Average Years at School 2,White Count 2,White Average Years in Title 1,White Average Years at School 2,Multiple Count 2,Multiple Average Years in Title 2,Multiple Average Years at School 2,Unknown/Other Count 2,Unknown/Other Average Years in Title 2,Unknown/Other Average Years at School 2
24Q016,5,107,32,*,,,7,7.2,6.4,*,,,*,,,24,13.3,11.3,73,10.3,8.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,6.8,4.7,*,,,*,,,14,8.3,7.4,8,11.9,9.9,*,,,*,,
24Q019,6,145,43,*,,,6,13.6,10,*,,,*,,,41,9.3,7.7,93,13.7,13.1,*,,,*,,,*,,,*,,,*,,,*,,,5,12.7,15.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,20,11,8.1,17,10.1,8.2,*,,,*,,
24Q028,2,38,21,*,,,*,,,*,,,*,,,10,12,10.3,21,13.8,12.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,10.6,8.1,9,8,7,*,,,*,,
24Q049,4,74,20,*,,,*,,,*,,,*,,,5,9.2,1.6,62,9.3,7.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,5.8,3.1,14,5.7,4.8,*,,,*,,
24Q058,4,60,27,*,,,*,,,*,,,*,,,*,,,56,11.9,10,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,15.5,10.6,11,14.8,11.4,*,,,*,,
24Q061,8,190,44,*,,,5,6.1,5.9,17,11.3,9.3,*,,,46,8.7,7.5,115,9.4,8.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,20,7.4,6.9,17,8.5,6.2,*,,,*,,
24Q068,3,44,27,*,,,*,,,*,,,*,,,*,,,39,15.3,14.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,10,8.1,17,7.7,7,*,,,*,,
24Q071,3,55,28,*,,,*,,,*,,,*,,,7,7,6.4,45,14.7,13,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,10.6,7.4,14,8.9,7.9,*,,,*,,
24Q073,6,149,33,*,,,9,11.9,9,*,,,*,,,23,7.3,5.4,110,9.9,8.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,8.7,13.3,*,,,*,,,*,,,*,,,*,,,*,,,11,10.8,8.1,15,7.8,6.5,*,,,*,,
24Q077,4,71,26,*,,,5,14.4,13.4,*,,,*,,,8,11.1,8.2,55,12.8,11.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,8.8,8.4,15,13.9,12,*,,,*,,
24Q081,3,52,29,*,,,*,,,*,,,*,,,5,18.2,16.8,43,17.3,17,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,13,6.8,7,8,9.4,10.4,*,,,*,,
24Q087,3,53,26,*,,,*,,,5,12.4,9.3,*,,,6,9,5.7,38,11.4,10.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,18,9.3,7.2,*,,,*,,
24Q088,3,60,42,*,,,*,,,*,,,*,,,6,18.9,16.2,52,17.4,16.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,14.6,14.6,*,,,*,,,10,10.6,9.6,21,8.5,8.3,*,,,*,,
24Q089,7,140,41,*,,,17,8.2,7.5,*,,,*,,,24,5.9,3.4,96,8.5,7.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,7.2,8.2,*,,,*,,,*,,,7,6.8,7.7,*,,,*,,,26,7.5,6.7,7,7.7,7.7,*,,,*,,
24Q091,2,64,29,*,,,*,,,*,,,*,,,6,10.5,7,53,14.6,13.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,15.3,13.2,*,,,*,,,5,10.1,7.4,18,13.1,11,*,,,*,,
24Q093,5,86,25,*,,,*,,,5,14.6,12.3,*,,,13,8.2,7.2,61,11.7,11.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,14,5.3,6.2,9,10.6,9.8,*,,,*,,
24Q102,4,96,20,*,,,12,11.6,8.8,*,,,*,,,6,6.8,4.7,72,9.8,7.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,11.6,8.5,*,,,*,,
24Q110,3,77,23,*,,,10,5.5,1.2,*,,,*,,,20,5.8,1.7,46,5.3,2.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,16,3.7,2.8,*,,,*,,,*,,
24Q113,4,52,21,*,,,*,,,*,,,*,,,5,14,9.5,45,12.7,11,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,14.2,11.5,12,7.7,7.4,*,,,*,,
24Q119,3,80,18,*,,,*,,,*,,,*,,,*,,,67,12.3,8.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,15,12.9,7.9,*,,,*,,
24Q125,4,104,20,*,,,*,,,*,,,*,,,9,18.6,16.8,90,10.2,8.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,10.7,9.6,*,,,*,,
24Q128,3,63,16,*,,,5,7,6.1,*,,,*,,,7,14,10.2,48,10.3,9.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,8.7,5.8,*,,,*,,
24Q143,6,111,42,*,,,5,10.8,10.5,*,,,*,,,34,9.8,8.6,70,12.6,10.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,6.8,7.9,*,,,*,,,26,6.7,5.9,6,11.1,14.1,*,,,*,,
24Q153,4,78,29,*,,,*,,,*,,,*,,,9,10,8.8,63,13,11.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,22,8,6.3,*,,,*,,
24Q199,3,54,21,*,,,*,,,*,,,*,,,5,20.4,14.9,42,14.5,14.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,8.4,7.1,11,11.4,10.4,*,,,*,,
24Q211,2,53,9,*,,,*,,,*,,,*,,,23,3.4,2.2,25,6.5,2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,3.2,2.9,*,,,*,,,*,,
24Q229,4,90,44,*,,,6,11.5,11.5,*,,,*,,,12,10.5,8.4,68,15.3,13.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,12.2,11,*,,,*,,,6,14.4,13.7,26,14.5,13.1,*,,,*,,
24Q239,3,42,15,*,,,*,,,*,,,*,,,5,9.3,5.5,34,12.5,9.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,12.3,8.5,*,,,*,,,*,,
24Q290,2,37,15,*,,,*,,,5,9.5,5.5,*,,,7,9.3,4.8,24,9.2,3.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,5.1,5.1,*,,,*,,
24Q305,3,48,28,*,,,*,,,*,,,*,,,11,8.7,5.3,32,7.2,4.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,13,6.8,4.5,9,5.1,3.5,*,,,*,,
24Q307,3,73,21,*,,,5,10.3,4.8,13,11.2,4.8,*,,,16,8.4,3.8,35,8.1,4.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,13,7.3,3.8,*,,,*,,,*,,
24Q311,3,66,15,*,,,*,,,*,,,*,,,23,4.5,2.7,35,5.1,2.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,5.1,2.4,*,,,*,,,*,,
24Q330,3,46,14,*,,,*,,,8,9.6,5.3,*,,,13,8,4.9,21,8,3.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,5.8,4,*,,,*,,,*,,,*,,,*,,
24Q343,2,38,14,*,,,*,,,*,,,*,,,5,6.4,3.2,25,5.5,2.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,8,3.3,6,7.4,3.6,*,,,*,,
25Q020,5,83,25,*,,,17,10.5,7.1,*,,,*,,,6,17.2,16.3,58,13.9,12,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,10.2,13.2,*,,,*,,,*,,,6,6.2,5.3,*,,,*,,,6,5,5,7,16.7,12.5,*,,,*,,
25Q021,3,86,41,*,,,15,8.3,6.3,*,,,*,,,*,,,65,16,12.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,4.9,5.5,*,,,*,,,12,6.1,5.9,21,5.6,4.7,*,,,*,,
25Q022,3,64,34,*,,,12,9.8,9.1,*,,,*,,,*,,,45,12.8,11.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,4.8,3.4,*,,,*,,,8,3.8,2.7,11,7.6,4.8,*,,,*,,
25Q024,5,70,32,*,,,21,5.8,3.9,*,,,*,,,*,,,42,9.4,8.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,15,4.8,4.1,*,,,*,,,*,,,10,9.7,7.5,*,,,5,5.4,5.4
25Q025,4,64,23,*,,,13,7.3,6.7,*,,,*,,,5,9.4,7.2,43,12.2,8.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,8.6,5.8,*,,,*,,,*,,,12,14.2,10.3,*,,,*,,
25Q029,3,54,18,*,,,*,,,*,,,*,,,7,9.3,9,45,10.1,7.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,7.7,7.4,*,,,*,,,5,6.6,6,6,18.5,15,*,,,*,,
25Q032,2,69,28,*,,,10,7.7,6.5,*,,,*,,,*,,,52,11.8,8.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,6,5.2,*,,,*,,,5,9.1,7.8,14,7,5.3,*,,,*,,
25Q079,3,62,19,*,,,*,,,*,,,*,,,*,,,55,11.5,9.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,8.5,7.1,*,,,*,,
25Q107,3,71,51,*,,,9,6.1,3.7,*,,,*,,,6,10,6.8,50,13.9,12.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,13,10.8,10.7,*,,,*,,,7,11.8,8.1,24,18.4,18,*,,,*,,
25Q120,4,61,22,*,,,8,6.5,4.7,*,,,*,,,*,,,50,14.4,8.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,4,3.8,*,,,*,,,8,7.5,6.5,*,,,*,,,*,,
25Q129,3,79,38,*,,,6,8.3,7,*,,,*,,,8,8.4,7,62,13.4,10.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,6.9,6.5,*,,,*,,,9,10.3,6.8,19,9.8,7.8,*,,,*,,
25Q130,2,30,18,*,,,*,,,*,,,*,,,*,,,29,12.8,10.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,3.6,4.4,*,,,*,,,*,,,11,8.4,6.4,*,,,*,,
25Q154,2,47,27,*,,,*,,,*,,,*,,,*,,,38,14.2,10.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,5.4,5.2,*,,,*,,,6,6.1,4.2,11,13.5,10.6,*,,,*,,
25Q163,3,55,15,*,,,19,7.1,5.9,*,,,*,,,*,,,31,10.5,6.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,7.7,7.3,*,,,*,,,*,,,5,5.2,5,*,,,*,,
25Q164,3,52,18,*,,,5,3.4,2.2,*,,,*,,,9,8.1,9,33,11.6,9.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,8.7,7.1,*,,,*,,
25Q165,3,90,28,*,,,8,8.8,6,*,,,*,,,*,,,75,12.5,9.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,14.4,10.2,*,,,*,,,*,,,12,10.3,11.3,*,,,*,,
25Q169,2,29,15,*,,,5,10.3,8.5,*,,,*,,,*,,,18,11.1,7.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,10.2,9.9,*,,,*,,
25Q184,2,33,15,*,,,*,,,*,,,*,,,*,,,29,12.6,9.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,7.3,5.3,*,,,*,,
25Q185,4,93,23,*,,,14,6.6,6.6,*,,,*,,,7,12.5,10.1,70,9.9,8.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,13,9.1,6.9,*,,,*,,
25Q189,3,55,19,*,,,10,8.8,7.2,*,,,*,,,5,5.8,7.4,35,11.4,11.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,4.5,3.7,*,,,*,,,*,,,*,,,*,,,*,,
25Q193,2,40,16,*,,,*,,,*,,,*,,,*,,,37,10.5,8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,11.2,8.1,*,,,*,,
25Q194,4,80,20,*,,,6,12.9,8.8,*,,,*,,,5,9.5,8.6,67,10.4,7.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,8.6,6.9,*,,,*,,
25Q200,2,44,16,*,,,*,,,*,,,*,,,*,,,37,14,11.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,13.6,12.3,*,,,*,,
25Q201,2,45,20,*,,,*,,,*,,,*,,,*,,,38,13,7.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,11.4,8,8,15.9,10.8,*,,,*,,
25Q209,2,37,15,*,,,*,,,*,,,*,,,*,,,31,15.9,13.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,13,10,9.4,*,,,*,,
25Q214,2,32,14,*,,,6,11.3,10.3,*,,,*,,,*,,,23,13.6,10.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,12.6,11.7,*,,,*,,
25Q219,4,77,28,*,,,8,8.8,6.5,*,,,*,,,5,8.1,7.3,58,13,9.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,5.9,2.8,15,6.8,5.7,*,,,*,,
25Q237,4,87,27,*,,,14,9.6,7.7,*,,,*,,,14,10.8,7.2,50,11.8,9.7,*,,,5,6.8,6.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,15.3,14.8,*,,,*,,,*,,,11,16.7,14.2,*,,,*,,
25Q242,2,32,8,*,,,*,,,*,,,*,,,*,,,30,15.2,13.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
25Q244,2,31,6,*,,,10,7.2,4.8,*,,,*,,,*,,,19,11.3,8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
25Q250,2,31,5,*,,,*,,,*,,,*,,,*,,,27,8.8,6.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
25Q252,3,46,7,*,,,*,,,*,,,*,,,5,8.9,7.7,37,10,5.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
25Q285,3,42,14,*,,,5,7.5,6.4,*,,,*,,,5,5.7,2.6,29,11.5,7.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,11.7,8,*,,,*,,
25Q294,2,25,10,*,,,*,,,*,,,*,,,*,,,23,9.5,5.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,5.2,2,*,,,*,,
25Q379,2,23,7,*,,,6,3.9,0.7,*,,,*,,,*,,,14,2.7,0.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
25Q499,2,29,8,*,,,7,11.6,10.8,*,,,*,,,*,,,18,14,11.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
26Q018,2,36,7,*,,,*,,,*,,,*,,,*,,,34,11.7,8.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
26Q026,2,48,18,*,,,6,6.9,3.2,*,,,*,,,*,,,37,12.1,9.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,6.5,5.4,*,,,*,,
26Q031,2,40,13,*,,,*,,,*,,,*,,,*,,,34,11.2,10,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,8.2,4.8,*,,,*,,
26Q041,2,33,23,*,,,5,12.2,9.8,*,,,*,,,*,,,26,11.1,8.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,11.1,9.8,*,,,*,,,*,,,13,10.2,6.9,*,,,*,,
26Q046,2,49,34,*,,,*,,,*,,,*,,,*,,,37,11.5,10.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,16.2,13.8,*,,,*,,,*,,,19,14.7,14.5,*,,,*,,
26Q067,4,63,11,*,,,7,6.1,5.4,*,,,*,,,*,,,50,8.9,6.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,6.4,5.2,*,,,*,,
26Q074,5,74,26,*,,,6,13.1,7.8,*,,,*,,,6,15.4,7.7,60,10.7,9.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,11.7,3.5,*,,,*,,,*,,,19,10.6,10.3,*,,,*,,
26Q094,1,25,8,*,,,*,,,*,,,*,,,*,,,20,14.3,10,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,5.1,5.9,*,,,*,,
26Q098,1,22,10,*,,,*,,,*,,,*,,,*,,,18,12.3,8.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,6.3,2.9,*,,,*,,
26Q115,2,43,18,*,,,*,,,*,,,*,,,6,9.1,6.6,35,13.6,10.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,11,9.5,*,,,*,,,*,,,9,11.9,8.6,*,,,*,,
26Q133,2,41,18,*,,,*,,,*,,,*,,,*,,,37,11.8,8.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,8.7,9.3,*,,,*,,,*,,,6,7.5,7.3,*,,,*,,
26Q158,4,68,16,*,,,8,3.6,0.8,*,,,*,,,*,,,54,11.9,9.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,9.6,5.8,*,,,*,,
26Q159,2,45,19,*,,,*,,,*,,,*,,,*,,,38,12.9,7.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,8.4,7.6,*,,,*,,,*,,,10,12,10.4,*,,,*,,
26Q162,2,41,18,*,,,8,10.9,5.8,*,,,*,,,*,,,30,13.5,12.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,4.1,1.7,*,,,*,,,*,,,8,12.2,7,*,,,*,,
26Q172,4,65,14,*,,,5,7.3,4.4,*,,,*,,,8,11.5,11.5,49,11.2,8.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,15.4,12.4,*,,,*,,
26Q173,3,62,17,*,,,15,7.9,6.2,*,,,*,,,*,,,38,12.5,10,*,,,5,6.9,4.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,6.4,3.1,*,,,*,,,*,,,6,10.1,6.8,*,,,*,,
26Q178,2,38,15,*,,,6,13.9,9.3,*,,,*,,,*,,,27,7,5.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,10,6.3,*,,,*,,
26Q186,2,62,18,*,,,*,,,*,,,*,,,5,11,9,51,11.3,8.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,6.7,6,*,,,*,,,*,,,12,10.6,6.7,*,,,*,,
26Q188,1,41,11,*,,,5,12.5,12.2,*,,,*,,,*,,,33,13.2,10.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,12.5,9.2,*,,,*,,
26Q191,2,25,10,*,,,*,,,*,,,*,,,*,,,23,14.9,13,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,3.4,3.3,*,,,*,,
26Q203,2,56,25,*,,,7,9.7,8.4,*,,,*,,,*,,,44,13,11.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,11.4,9,*,,,*,,,*,,,13,8.2,5.5,*,,,*,,
26Q205,1,23,12,*,,,*,,,*,,,*,,,*,,,18,12.2,7.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,10,6.4,*,,,*,,
26Q213,2,33,18,*,,,5,11,10,*,,,*,,,*,,,25,15.7,13,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,9.8,8.2,9,9.2,6.4,*,,,*,,
26Q216,5,89,16,*,,,11,14.8,10.8,17,12,6.5,*,,,6,12.8,8.1,50,10.2,6.9,*,,,5,6.6,4.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,7.8,7.8,*,,,*,,,*,,,*,,,*,,,*,,
26Q221,2,40,16,*,,,*,,,*,,,*,,,*,,,35,11.4,9.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,12.8,7.9,*,,,*,,
26Q266,2,48,16,*,,,*,,,*,,,*,,,7,9.1,7.1,37,14.7,9.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,12.7,13,*,,,*,,,*,,,9,8.1,5.4,*,,,*,,
26Q376,1,18,8,*,,,5,3,1.4,*,,,*,,,*,,,8,3.6,1.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,5.4,1.3,*,,,*,,
27Q042,3,54,27,*,,,5,15,10,18,11.6,10.3,*,,,6,12.3,8.5,24,11.5,9.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,6.4,5.4,*,,,5,8.9,4.1,14,7.4,3.9,*,,,*,,
27Q043,5,70,37,*,,,*,,,12,15.2,10.5,*,,,8,8,4.2,46,11.2,9.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,16,12.5,9,*,,,*,,,13,12.3,11.5,*,,,*,,
27Q045,2,30,16,*,,,*,,,5,9.5,8.3,*,,,*,,,20,12.2,10.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,3.3,3.3,*,,,*,,,5,15.1,11,*,,,*,,
27Q047,2,27,13,*,,,*,,,*,,,*,,,*,,,23,11.6,6.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,8.3,5.3,*,,,*,,
